name	type	category	source	requirements	description	url
Naturalist	Region	Region	Blood of the Ancients pg. 11	Yamasa	Your ancestors taught you the importance of using what nature provides. You gain a +3 trait bonus on Survival checks when attempting to survive in the wilderness.	https://aonprd.com/TraitDisplay.aspx?ItemName=Naturalist
Near-Death Experience	Region	Region	Healer's Handbook pg. 16	Must hail from Belkzen or hav lived there for at least 1 year.	You had a close brush with death that you survived only thanks to one of the witch doctors of Belkzen, and your body has learned to cling to life in dire situations. You gain a +1 trait bonus on Constitution checks to stabilize, and you don’t die until your hit points drop to a negative amount equal to 2 + your Constitution score.	https://aonprd.com/TraitDisplay.aspx?ItemName=Near-Death%20Experience
Necrotoxin Resistance	Region	Region	Potions and Poisons pg. 3	Geb	As a resident of the undead lands of Geb, you know well that the walking dead often carry deadly poisons and diseases within them. You gain a +3 trait bonus on saving throws against disease and poison abilities and effects inflicted by creatures of the undead type (such as ghoul fever or a vargouille’s poison).	https://aonprd.com/TraitDisplay.aspx?ItemName=Necrotoxin%20Resistance
Nexian Corpse Hunter	Region	Region	Advanced Class Origins pg. 7	Nex	After years spent fighting the undead legions of Geb, you have developed a knack for killing undead creatures with magic. You gain a +1 bonus on damage rolls from your spells against undead.	https://aonprd.com/TraitDisplay.aspx?ItemName=Nexian%20Corpse%20Hunter
Nidalese Shadowcaster	Region	Region	Inner Sea Primer pg. 15	Nidal	You have studied with the feared shadowcasters of Nidal. Choose one spell with the shadow descriptor—from this point on, whenever you cast this spell, its effect manifest at +1 caster level.	https://aonprd.com/TraitDisplay.aspx?ItemName=Nidalese%20Shadowcaster
Nightstall Urchin	Region	Region	Legacy of Fire Player's Guide pg. 7	Katapesh	You grew up an orphan on the streets of Katapesh, and spent many years of childhood in the Nightstalls, Katapesh’s most infamous market. The strange and often horrific sights you saw there forced you to grow up fast—there’s little that can shock or unsettle you. You gain a +2 trait bonus on saves against fear effects, and when you do make a successful save against a fear effect, the resulting rush of bravado grants you a +1 trait bonus on attack rolls and all skill checks for the next minute.	https://aonprd.com/TraitDisplay.aspx?ItemName=Nightstall%20Urchin
Nightstalls Escapee	Region	Region	Blood of the Elements pg. 7	Katapesh [Ifrit]	The slavers of Katapesh were determined to sell you as living property, but you had other plans. You know not whether your slavers hunt you still, but you are careful about whom you trust and you always sleep with one eye open. You need to sleep only 4 hours to get a full night’s rest (restoring 1 hit point per character level). You do not receive extra benefits for sleeping additional hours, and you must still rest for 24 hours to receive the benefits of complete bed rest.	https://aonprd.com/TraitDisplay.aspx?ItemName=Nightstalls%20Escapee
Nirmathi Militia	Region	Region	Inner Sea Primer pg. 15	Nirmathas	You have served in one of the militia bands of Nirmathas, and have learned valuable skills. Select one of the following skills: Profession (soldier), Ride, or Survival. You gain a +1 trait bonus on that skill, and it is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Nirmathi%20Militia
Noble-in-Exile	Region	Region	People of the River pg. 10	Gralton	Though forced to live in the River Kingdoms, you never forget you’re a Galtan noble. You gain a +1 trait bonus on Diplomacy checks while interacting with aristocrats and nobles, and a +1 trait bonus on Intimidate checks while interacting with commoners.	https://aonprd.com/TraitDisplay.aspx?ItemName=Noble-in-Exile
Numerologist	Region	Region	People of the Sands pg. 19	Osirion	Having studied the sciences and other formal academics in your formative years, you swiftly became interested in the esoteric numerological practices of the ancient Osirian mathematicians, and know how to apply this science to dungeons. Once per day, you can attempt a Perception check while studying a trap (a standard action). The DC of this check is equal to the Disable Device DC of the trap – 5. If you succeed, you identify the DC necessary to disable the trap, as well as the DC of the Reflex save (if any) to avoid its effects.	https://aonprd.com/TraitDisplay.aspx?ItemName=Numerologist
Oagan Diver	Region	Region	Inner Sea Primer pg. 20	The Sodden Lands	You know how to operate the diving bells of Oagon at the mouth of the Black Flow. You’ve dived the streets of sunken Lirgen yourself, and you know what to expect. You gain a +1 trait bonus on Swim checks, and Swim is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Oagan%20Diver
Obsequious Morsel	Region	Region	Champions of Corruption pg. 12	Geb	Survival in Geb requires convincing your betters that you would be of more service to them if they let you live another day than if they turn you into an unliving thrall, and you have mastered the art of buying time against undead attacks. Once per day as a swift action, you can use sanctuary as a spell-like ability (caster level = your highest caster level, or 1st if you have no caster level), with a DC equal to 10 + 1/2 your caster level (minimum 0) + your Charisma modifier. Only undead must save to attack you (other creature types are not affected). The effect ends as soon as you attack a creature, as normal.	https://aonprd.com/TraitDisplay.aspx?ItemName=Obsequious%20Morsel
Observant Archer	Region	Region	Heroes from the Fringe pg. 3	Aquatic origin	Growing up in an aquatic environment, where three-dimensional movement and perception were necessary, has given you keen observational skills and the ability to notice and target unusual positions with ranged attacks. You gain a +1 trait bonus on ranged attack rolls when your target is at least 10 feet above or below you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Observant%20Archer
Oenopion Alchemist	Region	Region	Inner Sea Primer pg. 14	Nex	You studied with the alchemists of Oenopion, perfecting your craft in the homunculus factories, golemworks, and ooze colony. You gain a +1 trait bonus on Craft (alchemy) checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Oenopion%20Alchemist
Offspring of the Ascension	Region	Region	People of the Stars pg. 25	Osirion	You are descended from one of Ancient Osirion’s pharaohs, and a sliver of her otherworldly power has been passed onto you. You gain a +1 trait bonus on Will saves against fear effects. Any time you become confused, reduce the duration of the effect by a number of rounds equal to your Wisdom modifier (to a minimum of 1 round of confusion).	https://aonprd.com/TraitDisplay.aspx?ItemName=Offspring%20of%20the%20Ascension
Open-Minded Explorer	Region	Region	Bastards of Golarion pg. 15	Averaka	You grew up constantly interacting with people who speak unfamiliar languages and have diverse customs; your manners may not be polished, but your acceptance of others is genuine. You gain a +1 trait bonus on Diplomacy checks. This bonus increases to +2 when you’re speaking the racial or ethnic language of the target creature.	https://aonprd.com/TraitDisplay.aspx?ItemName=Open-Minded%20Explorer
Orc Impaler	Region	Region	Knights of the Inner Sea pg. 10	Lastwall—Knight of Ozem	You gain a +2 trait bonus on rolls to confirm critical hits made as part of a charge. This bonus increases to +3 if the critical hit is made against a creature with the orc subtype.	https://aonprd.com/TraitDisplay.aspx?ItemName=Orc%20Impaler
Oregent Desperation	Region	Region	Andoran, Spirit of Liberty pg. 20	Oregent [in Andoran]	Your instinct to survive easily overpowers your intellect, and you consider this a more than fair trade. Once per day you can improve your condition from dying to disabled by taking 4 points of Intelligence damage.	https://aonprd.com/TraitDisplay.aspx?ItemName=Oregent%20Desperation
Oregent Timing	Region	Region	Andoran, Spirit of Liberty pg. 20	Oregent [in Andoran]	After years of soulnumbing obedience to the schedules of others, you find synchronizing your actions with an ally second nature. Once per day when you take a readied action in combat, you gain a +3 trait bonus on the d20 roll for that action if it was triggered by an ally’s action.	https://aonprd.com/TraitDisplay.aspx?ItemName=Oregent%20Timing
Oregent Vandal	Region	Region	Andoran, Spirit of Liberty pg. 20	Oregent [in Andoran]	You find it quite easy to apply your carefully honed instincts for building and repairing to destruction instead. You gain a +2 trait bonus on damage rolls made against targets with hardness. This bonus does not apply to attacks that ignore hardness.	https://aonprd.com/TraitDisplay.aspx?ItemName=Oregent%20Vandal
Osirionologist	Region	Region	Inner Sea Primer pg. 16	Osirion	You have studied the history of ancient Osirion, and may have even ventured inside one of the great pyramids. You gain a +1 trait bonus on Knowledge (engineering) and Knowledge (history) checks, and one of them is always a class skill for you. In addition, you may choose Ancient Osiriani as one of your bonus languages.	https://aonprd.com/TraitDisplay.aspx?ItemName=Osirionologist
Outsea Native	Region	Region	Blood of the Elements pg. 15	River Kingdoms [Undine]	Raised amid or near the transitive aquatic kingdom known as Outsea, your predilection for watery environs has been strong since birth and you know the types of creatures who call the ocean home. You gain a +2 trait bonus on Knowledge checks to identify aquatic monsters. Anytime you are looking through water and would take a penalty on vision-based Perception checks due to murkiness or other natural circumstances, reduce the penalty by 2.	https://aonprd.com/TraitDisplay.aspx?ItemName=Outsea%20Native
Palm Potion	Region	Region	Potions and Poisons pg. 3	Razmiran	Priests of Razmiran often make subtle use of potions to hide the fact that they do not receive spells from their deity, and they have become quite adept at imbibing potions surreptitiously. You have mastered these techniques; whenever you consume a potion, you can attempt a Sleight of Hand check with a +2 trait bonus opposed by onlookers’ Perception checks to hide the fact that you are drinking a potion (as if you were using Sleight of Hand to hide an object). The observer’s success doesn’t prevent you from drinking the potion, just from doing so unnoticed. This does not hide any visible effects that the potion might have on you, only the physical act of drinking the potion.	https://aonprd.com/TraitDisplay.aspx?ItemName=Palm%20Potion
Paraheen Weaponsmith	Region	Region	Qadira, Jewel of the East pg. 29	Qadira	You are a descendant of a long line of skilled dwarven weapon makers or have apprenticed under such artisans. Either way, you learned their long-held secrets relating to the production of magical arms and armor. You treat your caster level as 1 higher for purposes of creating magical weapons, and gain a +1 trait bonus on Craft checks to create magical armor, shields, or weapons.	https://aonprd.com/TraitDisplay.aspx?ItemName=Paraheen%20Weaponsmith
Passionate Believer	Region	Region	Dragon Empires Primer pg. 16	Po Li	Your faith was stifled while you lived in the religiously oppressive slums of Changdo, and the persecutions against you only spurred your own beliefs and made your convictions stronger. You gain a +1 trait bonus on saving throws against divine spells.	https://aonprd.com/TraitDisplay.aspx?ItemName=Passionate%20Believer
