race	trait_name	replaces	source	description	url
Wayangs	Poison Minion	Light and Dark, Lurker, Shadow Resistance	Blood of Shadows pg. 5	Drow sometimes augment their slaves and frontline warriors by making them toxic, causing their bodies to internally produce mawbane poison (see below). The resulting poisonous creature makes a potent weapon in the effort to discourage neighboring monsters. Any creature that hits such a character with a bite attack is immediately exposed to its poison. The save DC for this poison is equal to 10 + 1/2 the character’s Hit Dice + the character’s Constitution modifier.<br>Mawbane Poison—ingested; save Fortitude as above; frequency 1/round for 4 rounds; effect 1d2 Constitution damage; cure 1 save.<br>Dwarves can take this trait in place of defensive training and hardy. Elves can take this trait in place of elven magic and weapon familiarity. Gnomes can take this trait in place of defensive training, gnome magic, and illusion resistance. Half-elves can take this trait in place of elven immunities and keen senses. Half-orcs can take this trait in place of orc ferocity and weapon familiarity. Humans can take this trait in place of skilled. Halfling physiology prevents them from taking this trait. Drow can take this trait in place of drow immunities, light blindness, spell resistance, and weapon familiarity. Wayangs can take this trait in place of light and dark, lurker, and shadow resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wayang
Wayangs	Scion of Shadows	Light and Dark, Shadow Resistance	Blood of Shadows pg. 10	Some wayangs retain an uncommonly powerful connection to the Plane of Shadow. A wayang with this racial trait counts as an outsider (native) and a humanoid (wayang) for any effect related to race, including feat prerequisites and spells that affect humanoids. In addition, attacks made against such a wayang in dim light have a 50% miss chance instead of the normal 20% miss chance. This ability doesn’t grant total concealment; it only increases the miss chance. This racial trait replaces light and dark and shadow resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wayang
Wayangs	In the Shadows	Lurker	Inner Sea Races pg. 217	Many wayangs perform a variety of unusual roles and tasks in wayang society. They gain a +2 racial bonus on their choice of two of the following skills: Appraise, Bluff, Craft, Profession, and Sleight of Hand. This racial trait replaces lurker.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wayang
Wayangs	Dissolution’s Child	Shadow Magic	Advanced Race Guide pg. 210	Once per day, you may change your appearance to look as if you were little more than a 4-foot-tall area of shadow. Your physical form still exists and you are not incorporeal—only your appearance changes. This works like invisibility, except it only lasts 1 round per level (maximum 5 rounds). This is a supernatural ability. This racial trait replaces shadow magic.<br>Shadow Inheritor (Su)<br>Source Blood of Shadows pg. 10<br>Wayangs with exceptional ties to their shadowy heritage have great skill at manipulating shadows. A wayang with this trait treats his caster level as being 1 higher for all level-based calculations of illusion spells he casts with the darkness or shadowUM descriptor, powers of the Darkness domain, bloodline powers of the shadowAPG bloodline, and revelations of the oracle’s shadow mystery (see page 12). This trait doesn’t give wayangs early access to level-based powers; it affects their effective level only for powers they could already use without this trait. This racial trait replaces shadow magic.<br>Shadow Speaker (Su)<br>Source Blood of Shadows pg. 10<br>Countless whispers of powerful beings from the Shadow Plane—long since dead or deeply dreaming—echo in the minds of wayangs with strong spiritual connections to the darkness. These faint voices hint at revelations of things to come and suggest actions for receptive listeners to undertake. Three times per day as a free action, but no more than once per turn, a wayang with this racial trait can heed these uncanny whispers to gain a +2 insight bonus on an ability check, attack roll, caster level check, concentration check, saving throw, or skill check. The wayang must choose to use this ability before making the appropriate die roll. This racial trait replaces shadow magic.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wayang
Wyrwood	Repair Magic	Darkvision	Inner Sea Races pg. 217	Some wyrwoods have developed magic to keep them more self-sufficient. They can use make whole as a spell-like ability once per day. This racial trait replaces darkvision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyrwood
Wyrwood	Experimental Body	Darkvision; Low-Light Vision	Heroes of Golarion pg. 6	Some wyrwoods have been built from rare materials in an effort to imbue them with special properties. Choose one of the following abilities.<br>Blessed: These wyrwoods contain divine relics. Wyrwoods with this trait can use divine favor once per day as a spell-like ability with a caster level equal to their Hit Dice.<br>Enchanted: Crafted from the remnants of broken staves, wands and other items, these wyrwoods have a natural attunement to the arcane. Wyrwoods with this trait treat their Intelligence score as 2 higher for the purpose of determining bonus spells or extracts per day.<br>Fey-Touched: These wyrwoods have components that create a powerful link to the First World. Wyrwoods with this trait can use charm animal once per day as a spell-like ability with a caster level equal to their Hit Dice.<br>Scorched: These wyrwoods are built from the ruins of cities and structures destroyed by conflict. Once per day, after a successful melee attack against an enemy, wyrwoods with this trait can deal an additional number of points of damage equal to their Wisdom modifier as a free action.<br>This replaces darkvision and low-light vision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyrwood
Wyrwood	Living Machine	Type	Heroes of Golarion pg. 6	Through generations of refining the techniques of creation, many young wyrwoods have become closer to organic beings than constructs. These wyrwoods are constructs with the living machine subtype. They gain a Constitution score and can be targeted by spells and effects that target living creatures or constructs, as well as those that require a Fortitude save. They are no longer immune to ability damage, ability drain, energy drain, exhaustion, or fatigue. Wyrwoods with this trait require sleep, but they do not need to breathe or eat. They are not destroyed when reduced to 0 hit points, instead becoming unconscious and stable. They are destroyed when reduced to a negative number of hit points equal to their Constitution score. They can be raised or resurrected when destroyed.<br>This alters the wyrwood’s creature type.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyrwood
Wyvarans	Evasive Maneuvers	Darkvision, Slapping Tail	Inner Sea Races pg. 217	Coastal wyvarans often take to the air to defend their territory from intruding ships, and are forced to learn aerial maneuvers to avoid siege fire. They fly with an average maneuverability instead of clumsy, and they gain a +2 dodge bonus to AC and on Reflex saving throws against siege weapons. This racial trait replaces darkvision and slapping tail.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyvaran
Wyvarans	Memories of the Forgotten	Flight	Legacy of Dragons pg. 18	Generations of wyvaran elders pass down tales that predate written history. While many ignore these or dismiss them as simple stories, others revere the lore of their elders. These wyvarans consider it their sacred duty to study the lost histories and pass them down to others. They gain a +2 racial bonus on two Knowledge skills of their choice. Those Knowledge skills are class skills for them. This racial trait replaces flight.<br>Vestigal Wings<br>Source Legacy of Dragons pg. 18<br>When resources are particularly scarce, some young wyvarans develop smaller-than-average wings incapable of flight. However, these wings are perfectly suited for other acrobatic maneuvers. These wyvarans gain a +2 racial bonus on Acrobatics and Climb checks, and one of these is a class skill for them. In addition, they can ignore the first 20 feet of falling damage when they make a successful Acrobatics check. This racial trait replaces flight.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyvaran
Wyvarans	Neglected Heritage	Languages	Legacy of Dragons pg. 18	Because of their dwindling population and cultural stagnation, some wyvarans have given up on their people, favoring a life among other races instead. These wyvarans lose Draconic as a starting language, but gain a +1 racial bonus on Diplomacy checks when making requests and gathering information. They can’t take Draconic as a bonus language, but can learn it normally with Linguistics. This ability alters the wyvaran’s languages.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyvaran
Wyvarans	Greed	Slapping Tail	Legacy of Dragons pg. 18	Most wyvarans crave treasure, but for some, amassing wealth is a compulsion. Wyvarans with this trait gain a +2 on racial bonus on Appraise checks, and Appraise is a class skill for them. They gain a +2 racial bonus on Sleight of Hand checks when attempting to take items from other creatures. They can also use their tails to attempt these Sleight of Hand checks. This racial trait replaces slapping tail.	https://aonprd.com/RacesDisplay.aspx?ItemName=Wyvaran
